Dataset,Question,True Answer,Retriever,Generator,K,Predicted Answer
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Dense_2_MPNet,T5_Base,1,American country music artist Vince Gill
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Dense_2_MPNet,T5_Base,5,Rita Coolidge
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Dense_2_MPNet,T5_Base,10,Rita Coolidge
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Sparse_BM25,T5_Small,0,a saxophone
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Sparse_BM25,T5_Small,1,American country music artist Vince Gill
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Sparse_BM25,T5_Small,5,Ricky Skaggs and Patty Loveless
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Sparse_BM25,T5_Small,10,Ricky Skaggs and Patty Loveless
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Sparse_BM25,T5_Base,0,The Beatles
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Sparse_BM25,T5_Base,1,American country music artist Vince Gill
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Sparse_BM25,T5_Base,5,Ricky Skaggs and Patty Loveless
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Sparse_BM25,T5_Base,10,Ricky Skaggs and Patty Loveless
Natural_Questions,when did the movie cooley high come out,"Cooley High Cooley High is a 1975 American coming-of-age/ drama film that follows the narrative of high school seniors and best-friends, Leroy ""Preach"" Jackson (Glynn Turman) and Richard ""Cochise"" Morris (Lawrence Hilton-Jacobs). Written by Eric Monte, directed by Michael Schultz and produced by American International Pictures (AIP), the film, primarily shot in Chicago, Illinois, was a major hit at the box offices, grossing over $13,000,000 (USD). The light-hearted turned tragic storyline captivated viewers with its comedic portrayal of carefree best-friends, and its soundtrack featured many Motown hits.[4]",Dense_1_MiniLM,T5_Small,0,"September 27, 2017"
